,File_path,Emotion
1094,./Audios\Dataset\1014_IWL_DIS_XX.wav,disgust
1095,./Audios\Dataset\1014_IWL_FEA_XX.wav,fear
1096,./Audios\Dataset\1014_IWL_HAP_XX.wav,happy
1097,./Audios\Dataset\1014_IWL_NEU_XX.wav,neutral
1098,./Audios\Dataset\1014_IWL_SAD_XX.wav,sad
1099,./Audios\Dataset\1014_IWW_ANG_XX.wav,angry
1100,./Audios\Dataset\1014_IWW_DIS_XX.wav,disgust
1101,./Audios\Dataset\1014_IWW_FEA_XX.wav,fear
1102,./Audios\Dataset\1014_IWW_HAP_XX.wav,happy
1103,./Audios\Dataset\1014_IWW_NEU_XX.wav,neutral
1104,./Audios\Dataset\1014_IWW_SAD_XX.wav,sad
1105,./Audios\Dataset\1014_MTI_ANG_XX.wav,angry
1106,./Audios\Dataset\1014_MTI_DIS_XX.wav,disgust
1107,./Audios\Dataset\1014_MTI_FEA_XX.wav,fear
1108,./Audios\Dataset\1014_MTI_HAP_XX.wav,happy
1109,./Audios\Dataset\1014_MTI_NEU_XX.wav,neutral
1110,./Audios\Dataset\1014_MTI_SAD_XX.wav,sad
1111,./Audios\Dataset\1014_TAI_ANG_XX.wav,angry
1112,./Audios\Dataset\1014_TAI_DIS_XX.wav,disgust
1113,./Audios\Dataset\1014_TAI_FEA_XX.wav,fear
1114,./Audios\Dataset\1014_TAI_HAP_XX.wav,happy
1115,./Audios\Dataset\1014_TAI_NEU_XX.wav,neutral
1116,./Audios\Dataset\1014_TAI_SAD_XX.wav,sad
1117,./Audios\Dataset\1014_TIE_ANG_XX.wav,angry
1118,./Audios\Dataset\1014_TIE_DIS_XX.wav,disgust
1119,./Audios\Dataset\1014_TIE_FEA_XX.wav,fear
1120,./Audios\Dataset\1014_TIE_HAP_XX.wav,happy
1121,./Audios\Dataset\1014_TIE_NEU_XX.wav,neutral
1122,./Audios\Dataset\1014_TIE_SAD_XX.wav,sad
1123,./Audios\Dataset\1014_TSI_ANG_XX.wav,angry
1124,./Audios\Dataset\1014_TSI_DIS_XX.wav,disgust
1125,./Audios\Dataset\1014_TSI_FEA_XX.wav,fear
1126,./Audios\Dataset\1014_TSI_HAP_XX.wav,happy
1127,./Audios\Dataset\1014_TSI_NEU_XX.wav,neutral
1128,./Audios\Dataset\1014_TSI_SAD_XX.wav,sad
1129,./Audios\Dataset\1014_WSI_ANG_XX.wav,angry
1130,./Audios\Dataset\1014_WSI_DIS_XX.wav,disgust
1131,./Audios\Dataset\1014_WSI_FEA_XX.wav,fear
1132,./Audios\Dataset\1014_WSI_HAP_XX.wav,happy
1133,./Audios\Dataset\1014_WSI_NEU_XX.wav,neutral
1134,./Audios\Dataset\1014_WSI_SAD_XX.wav,sad
1135,./Audios\Dataset\1015_DFA_ANG_XX.wav,angry
1136,./Audios\Dataset\1015_DFA_DIS_XX.wav,disgust
1137,./Audios\Dataset\1015_DFA_FEA_XX.wav,fear
1138,./Audios\Dataset\1015_DFA_HAP_XX.wav,happy
1139,./Audios\Dataset\1015_DFA_NEU_XX.wav,neutral
1140,./Audios\Dataset\1015_DFA_SAD_XX.wav,sad
1141,./Audios\Dataset\1015_IEO_ANG_HI.wav,angry
1142,./Audios\Dataset\1015_IEO_ANG_LO.wav,angry
1143,./Audios\Dataset\1015_IEO_ANG_MD.wav,angry
1144,./Audios\Dataset\1015_IEO_DIS_HI.wav,disgust
1145,./Audios\Dataset\1015_IEO_DIS_LO.wav,disgust
1146,./Audios\Dataset\1015_IEO_DIS_MD.wav,disgust
1147,./Audios\Dataset\1015_IEO_FEA_HI.wav,fear
1148,./Audios\Dataset\1015_IEO_FEA_LO.wav,fear
1149,./Audios\Dataset\1015_IEO_FEA_MD.wav,fear
1150,./Audios\Dataset\1015_IEO_HAP_HI.wav,happy
1151,./Audios\Dataset\1015_IEO_HAP_LO.wav,happy
1152,./Audios\Dataset\1015_IEO_HAP_MD.wav,happy
1153,./Audios\Dataset\1015_IEO_NEU_XX.wav,neutral
1154,./Audios\Dataset\1015_IEO_SAD_HI.wav,sad
1155,./Audios\Dataset\1015_IEO_SAD_LO.wav,sad
1156,./Audios\Dataset\1015_IEO_SAD_MD.wav,sad
1157,./Audios\Dataset\1015_IOM_ANG_XX.wav,angry
1158,./Audios\Dataset\1015_IOM_DIS_XX.wav,disgust
1159,./Audios\Dataset\1015_IOM_FEA_XX.wav,fear
1160,./Audios\Dataset\1015_IOM_HAP_XX.wav,happy
1161,./Audios\Dataset\1015_IOM_NEU_XX.wav,neutral
1162,./Audios\Dataset\1015_IOM_SAD_XX.wav,sad
1163,./Audios\Dataset\1015_ITH_ANG_XX.wav,angry
1164,./Audios\Dataset\1015_ITH_DIS_XX.wav,disgust
1165,./Audios\Dataset\1015_ITH_FEA_XX.wav,fear
1166,./Audios\Dataset\1015_ITH_HAP_XX.wav,happy
1167,./Audios\Dataset\1015_ITH_NEU_XX.wav,neutral
1168,./Audios\Dataset\1015_ITH_SAD_XX.wav,sad
1169,./Audios\Dataset\1015_ITS_ANG_XX.wav,angry
1170,./Audios\Dataset\1015_ITS_DIS_XX.wav,disgust
1171,./Audios\Dataset\1015_ITS_FEA_XX.wav,fear
1172,./Audios\Dataset\1015_ITS_HAP_XX.wav,happy
1173,./Audios\Dataset\1015_ITS_NEU_XX.wav,neutral
1174,./Audios\Dataset\1015_ITS_SAD_XX.wav,sad
1175,./Audios\Dataset\1015_IWL_ANG_XX.wav,angry
1176,./Audios\Dataset\1015_IWL_DIS_XX.wav,disgust
1177,./Audios\Dataset\1015_IWL_FEA_XX.wav,fear
1178,./Audios\Dataset\1015_IWL_HAP_XX.wav,happy
1179,./Audios\Dataset\1015_IWL_NEU_XX.wav,neutral
1180,./Audios\Dataset\1015_IWL_SAD_XX.wav,sad
1181,./Audios\Dataset\1015_IWW_ANG_XX.wav,angry
1182,./Audios\Dataset\1015_IWW_DIS_XX.wav,disgust
1183,./Audios\Dataset\1015_IWW_FEA_XX.wav,fear
1184,./Audios\Dataset\1015_IWW_HAP_XX.wav,happy
1185,./Audios\Dataset\1015_IWW_NEU_XX.wav,neutral
1186,./Audios\Dataset\1015_IWW_SAD_XX.wav,sad
1187,./Audios\Dataset\1015_MTI_ANG_XX.wav,angry
1188,./Audios\Dataset\1015_MTI_DIS_XX.wav,disgust
1189,./Audios\Dataset\1015_MTI_FEA_XX.wav,fear
1190,./Audios\Dataset\1015_MTI_HAP_XX.wav,happy
1191,./Audios\Dataset\1015_MTI_NEU_XX.wav,neutral
1192,./Audios\Dataset\1015_MTI_SAD_XX.wav,sad
1193,./Audios\Dataset\1015_TAI_ANG_XX.wav,angry
1194,./Audios\Dataset\1015_TAI_DIS_XX.wav,disgust
1195,./Audios\Dataset\1015_TAI_FEA_XX.wav,fear
1196,./Audios\Dataset\1015_TAI_HAP_XX.wav,happy
1197,./Audios\Dataset\1015_TAI_NEU_XX.wav,neutral
1198,./Audios\Dataset\1015_TAI_SAD_XX.wav,sad
1199,./Audios\Dataset\1015_TIE_ANG_XX.wav,angry
1200,./Audios\Dataset\1015_TIE_DIS_XX.wav,disgust
1201,./Audios\Dataset\1015_TIE_FEA_XX.wav,fear
1202,./Audios\Dataset\1015_TIE_HAP_XX.wav,happy
1203,./Audios\Dataset\1015_TIE_NEU_XX.wav,neutral
1204,./Audios\Dataset\1015_TIE_SAD_XX.wav,sad
1205,./Audios\Dataset\1015_TSI_ANG_XX.wav,angry
1206,./Audios\Dataset\1015_TSI_DIS_XX.wav,disgust
1207,./Audios\Dataset\1015_TSI_FEA_XX.wav,fear
1208,./Audios\Dataset\1015_TSI_HAP_XX.wav,happy
1209,./Audios\Dataset\1015_TSI_NEU_XX.wav,neutral
1210,./Audios\Dataset\1015_TSI_SAD_XX.wav,sad
1211,./Audios\Dataset\1015_WSI_ANG_XX.wav,angry
1212,./Audios\Dataset\1015_WSI_DIS_XX.wav,disgust
1213,./Audios\Dataset\1015_WSI_FEA_XX.wav,fear
1214,./Audios\Dataset\1015_WSI_HAP_XX.wav,happy
1215,./Audios\Dataset\1015_WSI_NEU_XX.wav,neutral
1216,./Audios\Dataset\1015_WSI_SAD_XX.wav,sad
1217,./Audios\Dataset\1016_DFA_ANG_XX.wav,angry
1218,./Audios\Dataset\1016_DFA_DIS_XX.wav,disgust
1219,./Audios\Dataset\1016_DFA_FEA_XX.wav,fear
1220,./Audios\Dataset\1016_DFA_HAP_XX.wav,happy
1221,./Audios\Dataset\1016_DFA_NEU_XX.wav,neutral
1222,./Audios\Dataset\1016_DFA_SAD_XX.wav,sad
1223,./Audios\Dataset\1016_IEO_ANG_HI.wav,angry
1224,./Audios\Dataset\1016_IEO_ANG_LO.wav,angry
1225,./Audios\Dataset\1016_IEO_ANG_MD.wav,angry
1226,./Audios\Dataset\1016_IEO_DIS_HI.wav,disgust
1227,./Audios\Dataset\1016_IEO_DIS_LO.wav,disgust
1228,./Audios\Dataset\1016_IEO_DIS_MD.wav,disgust
1229,./Audios\Dataset\1016_IEO_FEA_HI.wav,fear
1230,./Audios\Dataset\1016_IEO_FEA_LO.wav,fear
1231,./Audios\Dataset\1016_IEO_FEA_MD.wav,fear
1232,./Audios\Dataset\1016_IEO_HAP_HI.wav,happy
1233,./Audios\Dataset\1016_IEO_HAP_LO.wav,happy
1234,./Audios\Dataset\1016_IEO_HAP_MD.wav,happy
1235,./Audios\Dataset\1016_IEO_NEU_XX.wav,neutral
1236,./Audios\Dataset\1016_IEO_SAD_HI.wav,sad
1237,./Audios\Dataset\1016_IEO_SAD_LO.wav,sad
1238,./Audios\Dataset\1016_IEO_SAD_MD.wav,sad
1239,./Audios\Dataset\1016_IOM_ANG_XX.wav,angry
1240,./Audios\Dataset\1016_IOM_DIS_XX.wav,disgust
1241,./Audios\Dataset\1016_IOM_FEA_XX.wav,fear
1242,./Audios\Dataset\1016_IOM_HAP_XX.wav,happy
1243,./Audios\Dataset\1016_IOM_NEU_XX.wav,neutral
1244,./Audios\Dataset\1016_IOM_SAD_XX.wav,sad
1245,./Audios\Dataset\1016_ITH_ANG_XX.wav,angry
1246,./Audios\Dataset\1016_ITH_DIS_XX.wav,disgust
1247,./Audios\Dataset\1016_ITH_FEA_XX.wav,fear
1248,./Audios\Dataset\1016_ITH_HAP_XX.wav,happy
1249,./Audios\Dataset\1016_ITH_NEU_XX.wav,neutral
1250,./Audios\Dataset\1016_ITH_SAD_XX.wav,sad
1251,./Audios\Dataset\1016_ITS_ANG_XX.wav,angry
1252,./Audios\Dataset\1016_ITS_DIS_XX.wav,disgust
1253,./Audios\Dataset\1016_ITS_FEA_XX.wav,fear
1254,./Audios\Dataset\1016_ITS_HAP_XX.wav,happy
1255,./Audios\Dataset\1016_ITS_NEU_XX.wav,neutral
1256,./Audios\Dataset\1016_ITS_SAD_XX.wav,sad
1257,./Audios\Dataset\1016_IWL_ANG_XX.wav,angry
1258,./Audios\Dataset\1016_IWL_DIS_XX.wav,disgust
1259,./Audios\Dataset\1016_IWL_FEA_XX.wav,fear
1260,./Audios\Dataset\1016_IWL_HAP_XX.wav,happy
1261,./Audios\Dataset\1016_IWL_NEU_XX.wav,neutral
1262,./Audios\Dataset\1016_IWL_SAD_XX.wav,sad
1263,./Audios\Dataset\1016_IWW_ANG_XX.wav,angry
1264,./Audios\Dataset\1016_IWW_DIS_XX.wav,disgust
1265,./Audios\Dataset\1016_IWW_FEA_XX.wav,fear
1266,./Audios\Dataset\1016_IWW_HAP_XX.wav,happy
1267,./Audios\Dataset\1016_IWW_NEU_XX.wav,neutral
1268,./Audios\Dataset\1016_IWW_SAD_XX.wav,sad
1269,./Audios\Dataset\1016_MTI_ANG_XX.wav,angry
1270,./Audios\Dataset\1016_MTI_DIS_XX.wav,disgust
1271,./Audios\Dataset\1016_MTI_FEA_XX.wav,fear
1272,./Audios\Dataset\1016_MTI_HAP_XX.wav,happy
1273,./Audios\Dataset\1016_MTI_NEU_XX.wav,neutral
1274,./Audios\Dataset\1016_MTI_SAD_XX.wav,sad
1275,./Audios\Dataset\1016_TAI_ANG_XX.wav,angry
1276,./Audios\Dataset\1016_TAI_DIS_XX.wav,disgust
1277,./Audios\Dataset\1016_TAI_FEA_XX.wav,fear
1278,./Audios\Dataset\1016_TAI_HAP_XX.wav,happy
1279,./Audios\Dataset\1016_TAI_NEU_XX.wav,neutral
1280,./Audios\Dataset\1016_TAI_SAD_XX.wav,sad
1281,./Audios\Dataset\1016_TIE_ANG_XX.wav,angry
1282,./Audios\Dataset\1016_TIE_DIS_XX.wav,disgust
1283,./Audios\Dataset\1016_TIE_FEA_XX.wav,fear
1284,./Audios\Dataset\1016_TIE_HAP_XX.wav,happy
1285,./Audios\Dataset\1016_TIE_NEU_XX.wav,neutral
1286,./Audios\Dataset\1016_TIE_SAD_XX.wav,sad
1287,./Audios\Dataset\1016_TSI_ANG_XX.wav,angry
1288,./Audios\Dataset\1016_TSI_DIS_XX.wav,disgust
1289,./Audios\Dataset\1016_TSI_FEA_XX.wav,fear
1290,./Audios\Dataset\1016_TSI_HAP_XX.wav,happy
1291,./Audios\Dataset\1016_TSI_NEU_XX.wav,neutral
1292,./Audios\Dataset\1016_TSI_SAD_XX.wav,sad
1293,./Audios\Dataset\1016_WSI_ANG_XX.wav,angry
1294,./Audios\Dataset\1016_WSI_DIS_XX.wav,disgust
1295,./Audios\Dataset\1016_WSI_FEA_XX.wav,fear
1296,./Audios\Dataset\1016_WSI_HAP_XX.wav,happy
1297,./Audios\Dataset\1016_WSI_NEU_XX.wav,neutral
1298,./Audios\Dataset\1016_WSI_SAD_XX.wav,sad
1299,./Audios\Dataset\1017_DFA_ANG_XX.wav,angry
1300,./Audios\Dataset\1017_DFA_DIS_XX.wav,disgust
1301,./Audios\Dataset\1017_DFA_FEA_XX.wav,fear
1302,./Audios\Dataset\1017_DFA_HAP_XX.wav,happy
1303,./Audios\Dataset\1017_DFA_NEU_XX.wav,neutral
1304,./Audios\Dataset\1017_DFA_SAD_XX.wav,sad
1305,./Audios\Dataset\1017_IEO_ANG_HI.wav,angry
1306,./Audios\Dataset\1017_IEO_ANG_LO.wav,angry
1307,./Audios\Dataset\1017_IEO_ANG_MD.wav,angry
1308,./Audios\Dataset\1017_IEO_DIS_HI.wav,disgust
1309,./Audios\Dataset\1017_IEO_DIS_LO.wav,disgust
1310,./Audios\Dataset\1017_IEO_DIS_MD.wav,disgust
1311,./Audios\Dataset\1017_IEO_FEA_HI.wav,fear
1312,./Audios\Dataset\1017_IEO_FEA_LO.wav,fear
1313,./Audios\Dataset\1017_IEO_FEA_MD.wav,fear
1314,./Audios\Dataset\1017_IEO_HAP_HI.wav,happy
1315,./Audios\Dataset\1017_IEO_HAP_LO.wav,happy
1316,./Audios\Dataset\1017_IEO_HAP_MD.wav,happy
1317,./Audios\Dataset\1017_IEO_NEU_XX.wav,neutral
1318,./Audios\Dataset\1017_IEO_SAD_HI.wav,sad
1319,./Audios\Dataset\1017_IEO_SAD_LO.wav,sad
1320,./Audios\Dataset\1017_IEO_SAD_MD.wav,sad
1321,./Audios\Dataset\1017_IOM_ANG_XX.wav,angry
1322,./Audios\Dataset\1017_IOM_DIS_XX.wav,disgust
1323,./Audios\Dataset\1017_IOM_FEA_XX.wav,fear
1324,./Audios\Dataset\1017_IOM_HAP_XX.wav,happy
1325,./Audios\Dataset\1017_IOM_NEU_XX.wav,neutral
1326,./Audios\Dataset\1017_IOM_SAD_XX.wav,sad
1327,./Audios\Dataset\1017_ITH_ANG_XX.wav,angry
1328,./Audios\Dataset\1017_ITH_DIS_XX.wav,disgust
1329,./Audios\Dataset\1017_ITH_FEA_XX.wav,fear
1330,./Audios\Dataset\1017_ITH_HAP_XX.wav,happy
1331,./Audios\Dataset\1017_ITH_NEU_XX.wav,neutral
1332,./Audios\Dataset\1017_ITH_SAD_XX.wav,sad
1333,./Audios\Dataset\1017_ITS_ANG_XX.wav,angry
1334,./Audios\Dataset\1017_ITS_DIS_XX.wav,disgust
1335,./Audios\Dataset\1017_ITS_FEA_XX.wav,fear
1336,./Audios\Dataset\1017_ITS_HAP_XX.wav,happy
1337,./Audios\Dataset\1017_ITS_NEU_XX.wav,neutral
1338,./Audios\Dataset\1017_ITS_SAD_XX.wav,sad
1339,./Audios\Dataset\1017_IWL_ANG_XX.wav,angry
1340,./Audios\Dataset\1017_IWL_DIS_XX.wav,disgust
1341,./Audios\Dataset\1017_IWL_FEA_XX.wav,fear
1342,./Audios\Dataset\1017_IWL_HAP_XX.wav,happy
1343,./Audios\Dataset\1017_IWL_NEU_XX.wav,neutral
1344,./Audios\Dataset\1017_IWL_SAD_XX.wav,sad
1345,./Audios\Dataset\1017_IWW_ANG_XX.wav,angry
1346,./Audios\Dataset\1017_IWW_DIS_XX.wav,disgust
1347,./Audios\Dataset\1017_IWW_FEA_XX.wav,fear
1348,./Audios\Dataset\1017_IWW_HAP_XX.wav,happy
1349,./Audios\Dataset\1017_IWW_NEU_XX.wav,neutral
1350,./Audios\Dataset\1017_IWW_SAD_XX.wav,sad
1351,./Audios\Dataset\1017_MTI_ANG_XX.wav,angry
1352,./Audios\Dataset\1017_MTI_DIS_XX.wav,disgust
1353,./Audios\Dataset\1017_MTI_FEA_XX.wav,fear
1354,./Audios\Dataset\1017_MTI_HAP_XX.wav,happy
1355,./Audios\Dataset\1017_MTI_NEU_XX.wav,neutral
1356,./Audios\Dataset\1017_MTI_SAD_XX.wav,sad
1357,./Audios\Dataset\1017_TAI_ANG_XX.wav,angry
1358,./Audios\Dataset\1017_TAI_DIS_XX.wav,disgust
1359,./Audios\Dataset\1017_TAI_FEA_XX.wav,fear
1360,./Audios\Dataset\1017_TAI_HAP_XX.wav,happy
1361,./Audios\Dataset\1017_TAI_NEU_XX.wav,neutral
1362,./Audios\Dataset\1017_TAI_SAD_XX.wav,sad
1363,./Audios\Dataset\1017_TIE_ANG_XX.wav,angry
1364,./Audios\Dataset\1017_TIE_DIS_XX.wav,disgust
1365,./Audios\Dataset\1017_TIE_FEA_XX.wav,fear
1366,./Audios\Dataset\1017_TIE_HAP_XX.wav,happy
1367,./Audios\Dataset\1017_TIE_NEU_XX.wav,neutral
1368,./Audios\Dataset\1017_TIE_SAD_XX.wav,sad
1369,./Audios\Dataset\1017_TSI_ANG_XX.wav,angry
1370,./Audios\Dataset\1017_TSI_DIS_XX.wav,disgust
1371,./Audios\Dataset\1017_TSI_FEA_XX.wav,fear
1372,./Audios\Dataset\1017_TSI_HAP_XX.wav,happy
1373,./Audios\Dataset\1017_TSI_NEU_XX.wav,neutral
1374,./Audios\Dataset\1017_TSI_SAD_XX.wav,sad
1375,./Audios\Dataset\1017_WSI_ANG_XX.wav,angry
1376,./Audios\Dataset\1017_WSI_DIS_XX.wav,disgust
1377,./Audios\Dataset\1017_WSI_FEA_XX.wav,fear
1378,./Audios\Dataset\1017_WSI_HAP_XX.wav,happy
1379,./Audios\Dataset\1017_WSI_NEU_XX.wav,neutral
1380,./Audios\Dataset\1017_WSI_SAD_XX.wav,sad
1381,./Audios\Dataset\1018_DFA_ANG_XX.wav,angry
1382,./Audios\Dataset\1018_DFA_DIS_XX.wav,disgust
1383,./Audios\Dataset\1018_DFA_FEA_XX.wav,fear
1384,./Audios\Dataset\1018_DFA_HAP_XX.wav,happy
1385,./Audios\Dataset\1018_DFA_NEU_XX.wav,neutral
1386,./Audios\Dataset\1018_DFA_SAD_XX.wav,sad
1387,./Audios\Dataset\1018_IEO_ANG_HI.wav,angry
1388,./Audios\Dataset\1018_IEO_ANG_LO.wav,angry
1389,./Audios\Dataset\1018_IEO_ANG_MD.wav,angry
1390,./Audios\Dataset\1018_IEO_DIS_HI.wav,disgust
1391,./Audios\Dataset\1018_IEO_DIS_LO.wav,disgust
1392,./Audios\Dataset\1018_IEO_DIS_MD.wav,disgust
1393,./Audios\Dataset\1018_IEO_FEA_HI.wav,fear
1394,./Audios\Dataset\1018_IEO_FEA_LO.wav,fear
1395,./Audios\Dataset\1018_IEO_FEA_MD.wav,fear
1396,./Audios\Dataset\1018_IEO_HAP_HI.wav,happy
1397,./Audios\Dataset\1018_IEO_HAP_LO.wav,happy
1398,./Audios\Dataset\1018_IEO_HAP_MD.wav,happy
1399,./Audios\Dataset\1018_IEO_NEU_XX.wav,neutral
1400,./Audios\Dataset\1018_IEO_SAD_HI.wav,sad
1401,./Audios\Dataset\1018_IEO_SAD_LO.wav,sad
1402,./Audios\Dataset\1018_IEO_SAD_MD.wav,sad
1403,./Audios\Dataset\1018_IOM_ANG_XX.wav,angry
1404,./Audios\Dataset\1018_IOM_DIS_XX.wav,disgust
1405,./Audios\Dataset\1018_IOM_FEA_XX.wav,fear
1406,./Audios\Dataset\1018_IOM_HAP_XX.wav,happy
1407,./Audios\Dataset\1018_IOM_NEU_XX.wav,neutral
1408,./Audios\Dataset\1018_IOM_SAD_XX.wav,sad
1409,./Audios\Dataset\1018_ITH_ANG_XX.wav,angry
1410,./Audios\Dataset\1018_ITH_DIS_XX.wav,disgust
1411,./Audios\Dataset\1018_ITH_FEA_XX.wav,fear
1412,./Audios\Dataset\1018_ITH_HAP_XX.wav,happy
1413,./Audios\Dataset\1018_ITH_NEU_XX.wav,neutral
1414,./Audios\Dataset\1018_ITH_SAD_XX.wav,sad
1415,./Audios\Dataset\1018_ITS_ANG_XX.wav,angry
1416,./Audios\Dataset\1018_ITS_DIS_XX.wav,disgust
1417,./Audios\Dataset\1018_ITS_FEA_XX.wav,fear
1418,./Audios\Dataset\1018_ITS_HAP_XX.wav,happy
1419,./Audios\Dataset\1018_ITS_NEU_XX.wav,neutral
1420,./Audios\Dataset\1018_ITS_SAD_XX.wav,sad
1421,./Audios\Dataset\1018_IWL_ANG_XX.wav,angry
1422,./Audios\Dataset\1018_IWL_DIS_XX.wav,disgust
1423,./Audios\Dataset\1018_IWL_FEA_XX.wav,fear
1424,./Audios\Dataset\1018_IWL_HAP_XX.wav,happy
1425,./Audios\Dataset\1018_IWL_NEU_XX.wav,neutral
1426,./Audios\Dataset\1018_IWL_SAD_XX.wav,sad
1427,./Audios\Dataset\1018_IWW_ANG_XX.wav,angry
1428,./Audios\Dataset\1018_IWW_DIS_XX.wav,disgust
1429,./Audios\Dataset\1018_IWW_FEA_XX.wav,fear
1430,./Audios\Dataset\1018_IWW_HAP_XX.wav,happy
1431,./Audios\Dataset\1018_IWW_NEU_XX.wav,neutral
1432,./Audios\Dataset\1018_IWW_SAD_XX.wav,sad
1433,./Audios\Dataset\1018_MTI_ANG_XX.wav,angry
1434,./Audios\Dataset\1018_MTI_DIS_XX.wav,disgust
1435,./Audios\Dataset\1018_MTI_FEA_XX.wav,fear
1436,./Audios\Dataset\1018_MTI_HAP_XX.wav,happy
1437,./Audios\Dataset\1018_MTI_NEU_XX.wav,neutral
1438,./Audios\Dataset\1018_MTI_SAD_XX.wav,sad
1439,./Audios\Dataset\1018_TAI_ANG_XX.wav,angry
1440,./Audios\Dataset\1018_TAI_DIS_XX.wav,disgust
1441,./Audios\Dataset\1018_TAI_FEA_XX.wav,fear
1442,./Audios\Dataset\1018_TAI_HAP_XX.wav,happy
1443,./Audios\Dataset\1018_TAI_NEU_XX.wav,neutral
1444,./Audios\Dataset\1018_TAI_SAD_XX.wav,sad
1445,./Audios\Dataset\1018_TIE_ANG_XX.wav,angry
1446,./Audios\Dataset\1018_TIE_DIS_XX.wav,disgust
1447,./Audios\Dataset\1018_TIE_FEA_XX.wav,fear
1448,./Audios\Dataset\1018_TIE_HAP_XX.wav,happy
1449,./Audios\Dataset\1018_TIE_NEU_XX.wav,neutral
1450,./Audios\Dataset\1018_TIE_SAD_XX.wav,sad
1451,./Audios\Dataset\1018_TSI_ANG_XX.wav,angry
1452,./Audios\Dataset\1018_TSI_DIS_XX.wav,disgust
1453,./Audios\Dataset\1018_TSI_FEA_XX.wav,fear
1454,./Audios\Dataset\1018_TSI_HAP_XX.wav,happy
1455,./Audios\Dataset\1018_TSI_NEU_XX.wav,neutral
1456,./Audios\Dataset\1018_TSI_SAD_XX.wav,sad
1457,./Audios\Dataset\1018_WSI_ANG_XX.wav,angry
1458,./Audios\Dataset\1018_WSI_DIS_XX.wav,disgust
1459,./Audios\Dataset\1018_WSI_FEA_XX.wav,fear
1460,./Audios\Dataset\1018_WSI_HAP_XX.wav,happy
1461,./Audios\Dataset\1018_WSI_NEU_XX.wav,neutral
1462,./Audios\Dataset\1018_WSI_SAD_XX.wav,sad
1463,./Audios\Dataset\1019_DFA_ANG_XX.wav,angry
1464,./Audios\Dataset\1019_DFA_DIS_XX.wav,disgust
1465,./Audios\Dataset\1019_DFA_FEA_XX.wav,fear
1466,./Audios\Dataset\1019_DFA_HAP_XX.wav,happy
1467,./Audios\Dataset\1019_DFA_NEU_XX.wav,neutral
1468,./Audios\Dataset\1019_DFA_SAD_XX.wav,sad
1469,./Audios\Dataset\1019_IEO_ANG_HI.wav,angry
1470,./Audios\Dataset\1019_IEO_ANG_LO.wav,angry
1471,./Audios\Dataset\1019_IEO_ANG_MD.wav,angry
1472,./Audios\Dataset\1019_IEO_DIS_HI.wav,disgust
1473,./Audios\Dataset\1019_IEO_DIS_LO.wav,disgust
1474,./Audios\Dataset\1019_IEO_DIS_MD.wav,disgust
1475,./Audios\Dataset\1019_IEO_FEA_HI.wav,fear
1476,./Audios\Dataset\1019_IEO_FEA_LO.wav,fear
1477,./Audios\Dataset\1019_IEO_FEA_MD.wav,fear
1478,./Audios\Dataset\1019_IEO_HAP_HI.wav,happy
1479,./Audios\Dataset\1019_IEO_HAP_LO.wav,happy
1480,./Audios\Dataset\1019_IEO_HAP_MD.wav,happy
1481,./Audios\Dataset\1019_IEO_NEU_XX.wav,neutral
1482,./Audios\Dataset\1019_IEO_SAD_HI.wav,sad
1483,./Audios\Dataset\1019_IEO_SAD_LO.wav,sad
1484,./Audios\Dataset\1019_IEO_SAD_MD.wav,sad
1485,./Audios\Dataset\1019_IOM_ANG_XX.wav,angry
1486,./Audios\Dataset\1019_IOM_DIS_XX.wav,disgust
1487,./Audios\Dataset\1019_IOM_FEA_XX.wav,fear
1488,./Audios\Dataset\1019_IOM_HAP_XX.wav,happy
1489,./Audios\Dataset\1019_IOM_NEU_XX.wav,neutral
1490,./Audios\Dataset\1019_IOM_SAD_XX.wav,sad
1491,./Audios\Dataset\1019_ITS_ANG_XX.wav,angry
1492,./Audios\Dataset\1019_ITS_DIS_XX.wav,disgust
1493,./Audios\Dataset\1019_ITS_FEA_XX.wav,fear
1494,./Audios\Dataset\1019_ITS_HAP_XX.wav,happy
1495,./Audios\Dataset\1019_ITS_NEU_XX.wav,neutral
1496,./Audios\Dataset\1019_ITS_SAD_XX.wav,sad
1497,./Audios\Dataset\1019_IWL_ANG_XX.wav,angry
1498,./Audios\Dataset\1019_IWL_DIS_XX.wav,disgust
1499,./Audios\Dataset\1019_IWL_FEA_XX.wav,fear
1500,./Audios\Dataset\1019_IWL_HAP_XX.wav,happy
1501,./Audios\Dataset\1019_IWL_NEU_XX.wav,neutral
1502,./Audios\Dataset\1019_IWL_SAD_XX.wav,sad
1503,./Audios\Dataset\1019_IWW_ANG_XX.wav,angry
1504,./Audios\Dataset\1019_IWW_DIS_XX.wav,disgust
1505,./Audios\Dataset\1019_IWW_FEA_XX.wav,fear
1506,./Audios\Dataset\1019_IWW_HAP_XX.wav,happy
1507,./Audios\Dataset\1019_IWW_NEU_XX.wav,neutral
1508,./Audios\Dataset\1019_IWW_SAD_XX.wav,sad
1509,./Audios\Dataset\1019_MTI_ANG_XX.wav,angry
1510,./Audios\Dataset\1019_MTI_DIS_XX.wav,disgust
1511,./Audios\Dataset\1019_MTI_FEA_XX.wav,fear
1512,./Audios\Dataset\1019_MTI_HAP_XX.wav,happy
